title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Stainless Steel Bar From India: Preliminary Results of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that the producers/exporters subject to this review made sales of stainless steel bar (SS Bar) from India at less than normal value during the period of review (POR) February 1, 2017, through January 31, 2018. Interested parties are invited to comment on these preliminary results.", 2019-07560,https://www.federalregister.gov/documents/2019/04/16/2019-07560/stainless-steel-bar-from-india-preliminary-results-of-antidumping-duty-administrative-review,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07560.pdf,04/16/2019
Circular Welded Carbon Quality Steel Pipe From the People's Republic of China: Final Results of the Expedited Second Sunset Review of the Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) finds that revocation of the antidumping duty order on circular welded carbon quality steel pipe (CWP) from the People's Republic of China (China) would be likely to lead to continuation or recurrence of dumping, at the level indicated in the ``Final Results of Sunset Review'' section of this notice, infra.", 2019-07543,https://www.federalregister.gov/documents/2019/04/16/2019-07543/circular-welded-carbon-quality-steel-pipe-from-the-peoples-republic-of-china-final-results-of-the,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07543.pdf,04/16/2019
"Certain Fabricated Structural Steel From Canada, Mexico, and the People's Republic of China: Postponement of Preliminary Determinations in the Countervailing Duty Investigations",Notice,Commerce Department; International Trade Administration,"", 2019-07539,https://www.federalregister.gov/documents/2019/04/16/2019-07539/certain-fabricated-structural-steel-from-canada-mexico-and-the-peoples-republic-of-china,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07539.pdf,04/16/2019
"Foreign-Trade Zone (FTZ) 38-Mount Pleasant, South Carolina; Notification of Proposed Production Activity; Electrolux Home Products, Inc. (Appliances), Anderson, South Carolina",Notice,Commerce Department; Foreign-Trade Zones Board,"", 2019-07546,https://www.federalregister.gov/documents/2019/04/16/2019-07546/foreign-trade-zone-ftz-38-mount-pleasant-south-carolina-notification-of-proposed-production-activity,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07546.pdf,04/16/2019
"Certain Crystalline Silicon Photovoltaic Products From the People's Republic of China: Preliminary Results of Countervailing Duty Administrative Review, and Rescission of Review in Part; 2017",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that producers and/or exporters subject to this administrative review received countervailable subsidies during the period of review (POR), January 1, 2017, through December 31, 2017. Interested parties are invited to comment on these preliminary results.", 2019-07540,https://www.federalregister.gov/documents/2019/04/16/2019-07540/certain-crystalline-silicon-photovoltaic-products-from-the-peoples-republic-of-china-preliminary,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07540.pdf,04/16/2019
Certain Coated Paper Suitable for High-Quality Print Graphics Using Sheet-Fed Presses From the People's Republic of China: Rescission of the Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the antidumping duty order on certain coated paper suitable for high-quality print graphics using sheet-fed presses (coated paper) from the People's Republic of China (China) for the period November 1, 2017, through October 31, 2018.", 2019-07541,https://www.federalregister.gov/documents/2019/04/16/2019-07541/certain-coated-paper-suitable-for-high-quality-print-graphics-using-sheet-fed-presses-from-the,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07541.pdf,04/16/2019
"Aluminum Extrusions From the People's Republic of China: Preliminary Results of Antidumping Duty Administrative Review and Rescission of Review, in Part; 2017-2018",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that producers and/or exporters subject to this administrative review made sales of subject merchandise at less than normal value during the period of review (POR), May 1, 2017, through April 30, 2018. Interested parties are invited to comment on these preliminary results of review.", 2019-07542,https://www.federalregister.gov/documents/2019/04/16/2019-07542/aluminum-extrusions-from-the-peoples-republic-of-china-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07542.pdf,04/16/2019
Stainless Steel Bar From Brazil: Final Results of Antidumping Duty Administrative Review; 2017,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) finds that stainless steel bar (SSB) from Brazil has been sold at less than normal value during the period of review (POR) February 1, 2017, through August 8, 2017.", 2019-07296,https://www.federalregister.gov/documents/2019/04/12/2019-07296/stainless-steel-bar-from-brazil-final-results-of-antidumping-duty-administrative-review-2017,https://www.govinfo.gov/content/pkg/FR-2019-04-12/pdf/2019-07296.pdf,04/12/2019
"Carbon and Alloy Steel Threaded Rod From China, India, Taiwan, and Thailand",Notice,International Trade Commission,"", 2019-07246,https://www.federalregister.gov/documents/2019/04/12/2019-07246/carbon-and-alloy-steel-threaded-rod-from-china-india-taiwan-and-thailand,https://www.govinfo.gov/content/pkg/FR-2019-04-12/pdf/2019-07246.pdf,04/12/2019
Initiation of Investigation; Notice of Hearing and Request for Public Comments: Enforcement of U.S. WTO Rights in Large Civil Aircraft Dispute,Notice,"Trade Representative, Office of United States","The United States Trade Representative (Trade Representative) is initiating an investigation to enforce U.S. rights in the World Trade Organization (WTO) dispute against the European Union (EU) and certain EU member States addressed to EU subsidies on large civil aircraft. The Trade Representative proposes determinations that the EU and certain member States have denied U.S. rights under the WTO Agreement and have failed to implement WTO Dispute Settlement Body recommendations. The Trade Representative proposes to take action in the form of additional duties on products of the EU or certain member States, to be drawn from the preliminary list annexed to this Notice. The interagency Section 301 Committee is seeking public comments and will hold a public hearing in connection with the proposed determinations.", 2019-07267,https://www.federalregister.gov/documents/2019/04/12/2019-07267/initiation-of-investigation-notice-of-hearing-and-request-for-public-comments-enforcement-of-us-wto,https://www.govinfo.gov/content/pkg/FR-2019-04-12/pdf/2019-07267.pdf,04/12/2019
Circular Welded Carbon Quality Steel Pipe From the People's Republic of China: Rescission of Countervailing Duty Administrative Review; 2017,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding its administrative review of the countervailing duty order on circular welded carbon quality steel pipe (CWP) from the People's Republic of China (China) for the period of review (POR) January 1, 2017, through December 31, 2017.", 2019-07196,https://www.federalregister.gov/documents/2019/04/11/2019-07196/circular-welded-carbon-quality-steel-pipe-from-the-peoples-republic-of-china-rescission-of,https://www.govinfo.gov/content/pkg/FR-2019-04-11/pdf/2019-07196.pdf,04/11/2019
Rules of Procedure,Rule,Occupational Safety and Health Review Commission,The Occupational Safety and Health Review Commission (``OSHRC'' or ``Commission'') is making comprehensive revisions to the procedural rules governing practice before the Occupational Safety and Health Review Commission., 2019-06581,https://www.federalregister.gov/documents/2019/04/10/2019-06581/rules-of-procedure,https://www.govinfo.gov/content/pkg/FR-2019-04-10/pdf/2019-06581.pdf,04/10/2019
Carbon and Alloy Steel Wire Rod From the Republic of Korea and the United Kingdom: Notice of Final Results of Antidumping Duty Changed Circumstances Review,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is revoking, in part, the antidumping duty (AD) orders on carbon and alloy steel wire rod (wire rod) from the Republic of Korea (Korea) and the United Kingdom as to grade 1078 and higher tire cord wire rod.", 2019-06857,https://www.federalregister.gov/documents/2019/04/08/2019-06857/carbon-and-alloy-steel-wire-rod-from-the-republic-of-korea-and-the-united-kingdom-notice-of-final,https://www.govinfo.gov/content/pkg/FR-2019-04-08/pdf/2019-06857.pdf,04/08/2019
Aluminum Wire and Cable From the People's Republic of China: Preliminary Affirmative Countervailing Duty Determination and Alignment of Final Determination With Final Antidumping Duty Determination,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that producers and/or exporters subject to this investigation received countervailable subsidies. Interested parties are invited to comment on this preliminary determination., 2019-06856,https://www.federalregister.gov/documents/2019/04/08/2019-06856/aluminum-wire-and-cable-from-the-peoples-republic-of-china-preliminary-affirmative-countervailing,https://www.govinfo.gov/content/pkg/FR-2019-04-08/pdf/2019-06856.pdf,04/08/2019
Refillable Stainless Steel Kegs From the People's Republic of China: Preliminary Affirmative Countervailing Duty Determination and Alignment of Final Determination With Final Antidumping Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that countervailable subsidies are being provided to producers and exporters of refillable stainless steel kegs (kegs) from the People's Republic of China (China) for the period of investigation (POI) January 1, 2017 through December 31, 2017. Interested parties are invited to comment on this preliminary determination.", 2019-06703,https://www.federalregister.gov/documents/2019/04/05/2019-06703/refillable-stainless-steel-kegs-from-the-peoples-republic-of-china-preliminary-affirmative,https://www.govinfo.gov/content/pkg/FR-2019-04-05/pdf/2019-06703.pdf,04/05/2019
